"license_type","license_number","business_county","business_name","business_address_line1","business_address_line2","business_city_state_zip","business_telephone","license_expiration_date_mmddccyy","owner_name","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","mailing_address_county","owner_telephone","license_subtype","continuing_education_flag","business_mailing"
"A/C Contractor","19218","DALLAS","GULF ENERGY MECHANICAL INC",,,,,"06/15/2027","ERNEST, RONALD H JR",,,,"DALLAS",,"AC","N",
"A/C Contractor","27095","TARRANT","ICE HVAC LLC",,,,,"06/08/2027","THOES, ROGER E",,,,"TARRANT",,"AE","N",
"A/C Contractor","22040","COLLIN","LAWTON COMMERCIAL SERVICES, LP",,,,,"02/08/2027","TOWNSEND, JAMES HOWARD",,,,"COLLIN",,"BC","N",
"A/C Contractor","84753","TARRANT","VENGO AIR",,,,,"11/17/2026","ARRIAGA, ENRIQUE",,,,"TARRANT",,"BC","N",
"A/C Contractor","58757","TARRANT","HERRERA HEATING AND AIR CONDITIONING",,,,,"06/07/2027","HERRERA, GERARDO CESAS",,,,"TARRANT",,"AC","N",
"A/C Contractor","11445","DALLAS","HEDRICK MECHANICAL INC",,,,,"06/23/2027","HEDRICK, BRUCE STEPHEN",,,,"DALLAS",,"BE","N",
"A/C Contractor","43938","DALLAS","DAN MILLER AIR CONDITIONING COMPANY INC",,,,,"02/16/2027","HYNSON, WILLIAM R",,,,"DALLAS",,"AC","N",
"A/C Contractor","3320","DALLAS","WEATHERMATE SERVICE COMPANY LLC",,,,,"09/13/2026","CALDERON, MANUEL AVINA JR",,,,"DALLAS",,"AC","N",
"A/C Contractor","78208","JOHNSON","NICKY LEE BISHOP",,,,,"02/09/2027","BISHOP, NICKY LEE",,,,"JOHNSON",,"AC","N",
"A/C Contractor","29687","DALLAS","TXTRONG AIR & HEATING",,,,,"08/07/2026","BLANCO, MANUEL D",,,,"DALLAS",,"BE","N",
"A/C Contractor","78536","TARRANT","CHARTER HVAC",,,,,"02/23/2027","CARTER, JOE BILL",,,,"TARRANT",,"AC","N",
"A/C Contractor","26401","DALLAS","LONE STAR HOME & COMMERCIAL SERVICES",,,,,"04/04/2027","LASATER, LANNY RAY",,,,"DALLAS",,"BE","N",
"A/C Contractor","48079","TARRANT","SHADE TREE AC",,,,,"09/13/2026","BARNES, MATTHEW J",,,,"TARRANT",,"AE","N",
"A/C Contractor","161335","DALLAS","BELIEVE HEATING AND AIR LLC",,,,,"03/11/2027","QUIROZ, JOSE G",,,,"DALLAS",,"BE","N",
"A/C Contractor","27375","JOHNSON","SHIPP AIR COMPANY INC",,,,,"10/12/2026","FUCHSHUBER, JOHN C",,,,"JOHNSON",,"AC","N",
"A/C Contractor","16985","TARRANT","CITIVIEW PLUMBING HEAT & AIR CONDITIONIN",,,,,"12/15/2026","WEHRMAN, ERIC B",,,,"TARRANT",,"BE","N",
"A/C Contractor","21187","DALLAS","ROCK SOLID HEATING & AIR CONDITIONING",,,,,"06/24/2027","GRIGGERS, STEPHEN CRAIG",,,,"DALLAS",,"AE","N",
"A/C Contractor","16708","DALLAS","CARROLLTON AIR CONDITIONING INC",,,,,"07/11/2026","YOUNG, DESMOND WAYNE",,,,"DALLAS",,"AE","N",
"A/C Contractor","4048","DALLAS","DMI CORP",,,,,"06/17/2027","DECKER, WADE B",,,,"DALLAS",,"AE","N",
"A/C Contractor","16137","DENTON","LAKE CITY SERVICE COMPANY",,,,,"09/10/2026","GAPPINGER, JEFFREY R",,,,"DENTON",,"BE","N",
"A/C Contractor","95559","DALLAS","TRINITY HEATING & AIR CONDITIONING",,,,,"03/15/2027","AJAYI, AFOLABI AKINNIYI",,,,"DALLAS",,"BE","N",
"A/C Contractor","11489","DALLAS","HAGAR RESTAURANT SERVICE, INC",,,,,"06/01/2027","LEWIS, ROBERT EUGENE",,,,"DALLAS",,"BC","N",
"A/C Contractor","28078","TARRANT","STAY KOOL A/C INC",,,,,"10/03/2026","MARTINEZ, RICARDO",,,,"TARRANT",,"BE","N",
"A/C Contractor","27269","DENTON","A DISCOUNT AIR",,,,,"07/31/2026","NGUYEN, NAM H",,,,"DENTON",,"BR","N",
"A/C Contractor","19301","TARRANT","KOOL BREEZE HEATING & AIR",,,,,"04/18/2027","PARKER, LARRY ALLEN JR",,,,"TARRANT",,"BE","N",
"A/C Contractor","19824","TARRANT","LMG REPAIR & RETROFIT",,,,,"11/20/2026","OPHEIM, MYLES",,,,"TARRANT",,"BC","N",
"A/C Contractor","29713","TARRANT","L & B HEATING AND AIR CONDITIONING",,,,,"02/10/2027","PADRON, ROGER",,,,"TARRANT",,"BE","N",
"A/C Contractor","19030","TARRANT","VINEYARD, JAY",,,,,"11/01/2026","VINEYARD, JAY",,,,"TARRANT",,"AC","N",
"A/C Contractor","93230","DALLAS","ELITE AIR TECHS HEATING & A/C",,,,,"11/20/2026","GARRETT, ELTON DEXTER II",,,,"DALLAS",,"BE","N",
"A/C Contractor","43599","DALLAS","LASCO SERVICES",,,,,"04/27/2027","RATLIFF, JAMES A JR",,,,"DALLAS",,"AE","N",
"A/C Contractor","23969","DENTON","LOGICAL CONTROL SERVICES LLC",,,,,"05/13/2027","MURPHY, THOMAS JAMES",,,,"DENTON",,"AE","N",
"A/C Contractor","1688","PARKER","GARY RICHARD LEE",,,,,"05/20/2027","LEE, GARY RICHARD",,,,"PARKER",,"BE","N",
"A/C Contractor","20583","JOHNSON","AVERY BRUCE HVAC",,,,,"06/29/2027","BRUCE, AVERY ALLEN",,,,"JOHNSON",,"BE","N",
"A/C Contractor","65599","DALLAS","UNITED GENERAL SERVICE LLC",,,,,"05/06/2027","ABBOTT, JAMES G",,,,"DALLAS",,"BE","N",
"A/C Contractor","88592","DALLAS","LIONESS HEATING & AIR INC",,,,,"05/16/2026","WHITTON, WILLIAM ROBERT",,,,"DALLAS",,"AE","N",
"A/C Contractor","21039","DALLAS","MURRAY MECHANICAL INC",,,,,"02/09/2027","MURRAY, DARRELL",,,,"DALLAS",,"BR","N",
"A/C Contractor","6212","PARKER","AZLE AIR CONDITIONING & HEATING SERVICE",,,,,"05/13/2026","MOSIER, ROBIN DEAN",,,,"PARKER",,"BC","N",
"A/C Contractor","4861","DALLAS","A-THOMPSON RERIGERATION A/C HEATING INC",,,,,"05/22/2027","THOMPSON, DAVID D",,,,"DALLAS",,"AC","N",
"A/C Contractor","87220","DALLAS","PAM AIR RESCO INC",,,,,"04/08/2027","BETZ, DAVID ANDREW",,,,"DALLAS",,"BE","N",
"A/C Contractor","22469","TARRANT","DREW NOLAND BROWN",,,,,"02/12/2027","BROWN, DREW NOLAND",,,,"TARRANT",,"BE","N",
"A/C Contractor","20021","ELLIS","SHOONOVER ELECTRIC & A/C INC",,,,,"04/26/2027","SCHOONOVER, JENNIFER W",,,,"ELLIS",,"AE","N",
"A/C Contractor","21910","DENTON","E A/C MECHANICAL SERVICES",,,,,"01/17/2027","KOGLIN, EDWARD L",,,,"DENTON",,"AC","N",
"A/C Contractor","28740","TARRANT","NORTH TEXAS COMFORT",,,,,"11/03/2026","PADILLA, PAUL R",,,,"TARRANT",,"BE","N",
"A/C Contractor","34422","TARRANT","ROSS AIR CONDITIONING LLC",,,,,"11/16/2026","ROSS, THOMAS J",,,,"TARRANT",,"AE","N",
"A/C Contractor","93816","TARRANT","COLDEN HOT SERVICE",,,,,"01/05/2027","TINSLEY, MALIEK EARL",,,,"TARRANT",,"AR","N",
"A/C Contractor","70000","COLLIN","PEPPER'S HEATING AND AIR CONDITIONING",,,,,"01/15/2027","PANYKO, KARL STEPHEN",,,,"COLLIN",,"BE","N",
"A/C Contractor","91695","PARKER","ON AIR CONDITIONING & HEATING LLC",,,,,"09/22/2026","BOUNLUTAY, WILLIAM ADAM",,,,"PARKER",,"BE","N",
"A/C Contractor","15859","DALLAS","KENNETH B RAMSEY",,,,,"06/12/2027","RAMSEY, KENTON B",,,,"DALLAS",,"AE","N",
"A/C Contractor","55283","ELLIS","COOL ARROW REFRIGERATION HEATING COOLING",,,,,"09/04/2026","MONTOYA, JOSE A",,,,"ELLIS",,"AC","N",
"A/C Contractor","78854","TARRANT","JSA HEATING AND AIR, LLC",,,,,"12/09/2026","ARMENDARIZ, JOSE SAMUEL SR",,,,"TARRANT",,"AE","N",
"A/C Contractor","28314","DALLAS","J C HEATING & AIR CONDITIONING",,,,,"02/02/2027","ORDONEZ, JULIO C SR",,,,"DALLAS",,"BE","N",
"A/C Contractor","28751","TARRANT","COMFORT'S COOLING",,,,,"07/22/2026","CAIN, MONTY NEVIN",,,,"TARRANT",,"AC","N",
"A/C Contractor","36789","PARKER","SLOCUM JR HEATING AND AIR",,,,,"01/19/2027","SLOCUM, JAMES JR",,,,"PARKER",,"BE","N",
"A/C Contractor","90419","DALLAS","ADVANCED TEXAS AIR CONDITIONING LLC",,,,,"07/24/2027","MOORE, BRUCE DALE JR",,,,"DALLAS",,"AE","N",
"A/C Contractor","26682","KAUFMAN","LYONS AIR CONDITIONING & HEATING",,,,,"09/20/2026","LYONS, JONATHAN DUANE",,,,"KAUFMAN",,"BE","N",
"A/C Contractor","12718","ROCKWALL","PARADISE AIR CONDITIONING & HEATING CO",,,,,"10/21/2026","BENEDETTO, JOHN M",,,,"ROCKWALL",,"BE","N",
"A/C Contractor","56893","TARRANT","CLINE, JAMES WILLIAM",,,,,"07/25/2026","CLINE, JAMES WILLIAM",,,,"TARRANT",,"AC","N",
"A/C Contractor","29766","DALLAS","ALL HEATING & AIR CONDITIONING LLC",,,,,"06/29/2027","RODEN, EDDIE JR",,,,"DALLAS",,"AE","N",
"A/C Contractor","83609","DALLAS","COLD OR HOT A/C & HEATING LLC",,,,,"09/27/2026","WILLIAMS, MITCHELIN MAGE JR",,,,"DALLAS",,"AR","N",
"A/C Contractor","16698","TARRANT","A M A/C & HEATING",,,,,"04/25/2027","MANDUJANO, ANTONIO",,,,"TARRANT",,"BE","N",
"A/C Contractor","58730","DENTON","WILSON HEATING & AIR CONDITIONING INC",,,,,"06/30/2027","QUINTANAR, ARTHUR",,,,"DENTON",,"BE","N",
"A/C Contractor","32359","DALLAS","GARCO ENGINEERING",,,,,"09/28/2026","GARCIA, LUIS E SR",,,,"DALLAS",,"AC","N",
"A/C Contractor","77247","DALLAS","TRUFICIENT ENERGY SOLUTIONS LLC",,,,,"12/27/2026","LOVE, ERIC IRVING",,,,"DALLAS",,"BC","N",
"A/C Contractor","29203","DALLAS","AIRE MECHANICAL HEATING & AIR SERVICES",,,,,"11/05/2026","CRUZ - VILLANUEVA, LUIS ALBERTO",,,,"DALLAS",,"BE","N",
"A/C Contractor","1536","COLLIN","CLEAN AIR SERVICES",,,,,"04/25/2027","JANSSON, ROBERT WILLIAM",,,,"COLLIN",,"AC","N",
"A/C Contractor","12836","DALLAS","SMITH'S AIR CONDITIONING & HEATING",,,,,"11/05/2026","SMITH, JOHN M JR",,,,"DALLAS",,"BE","N",
"A/C Contractor","26916","ROCKWALL","AC AND HEAT LLC",,,,,"02/08/2027","STEVENS, RANDALL G",,,,"ROCKWALL",,"AE","N",
"A/C Contractor","80786","DALLAS","CARRIER GLOBAL CORPORATION",,,,,"05/19/2027","HIGGINS, CHRIS BRENT",,,,"DALLAS",,"AC","N",
"A/C Contractor","22566","PARKER","PATE CUSTOM HOMES & PROPERTIES",,,,,"08/15/2027","PATE, RALPH RAY",,,,"PARKER",,"AC","N",
"A/C Contractor","64663","DENTON","SUMMER SUN HEAT AND AIR, LLC",,,,,"03/26/2027","MERTZ, GARY W",,,,"DENTON",,"BE","N",
"A/C Contractor","22409","TARRANT","LENNY AIRE",,,,,"04/03/2027","DENHAM, WILLIAM L",,,,"TARRANT",,"BE","N",
"A/C Contractor","100225","JOHNSON","DYCHE INDUSTRIAL SERVICES LLC",,,,,"10/02/2026","HALL, LOGAN MATTHEW",,,,"JOHNSON",,"AE","N",
"A/C Contractor","83901","DENTON","COLD ASSETS LTD",,,,,"11/17/2026","DOROSHENKO, SHANE PATRICK",,,,"DENTON",,"AC","N",
"A/C Contractor","79534","DALLAS","BRIDGES AIR",,,,,"04/12/2027","PUENTES, KENNY DWAYNE",,,,"DALLAS",,"BE","N",
"A/C Contractor","16434","TARRANT","D & H MECHANICAL",,,,,"03/31/2027","BESSON, DEON H",,,,"TARRANT",,"BE","N",
"A/C Contractor","45447","TARRANT","HEY THERE HEATING & AIR INC",,,,,"04/15/2027","WORD, WILLIAM T",,,,"TARRANT",,"BE","N",
"A/C Contractor","38226","ELLIS","GARZA HVAC & REFRIGERATION",,,,,"05/12/2027","GARZA, HERVEY",,,,"ELLIS",,"AC","N",
"A/C Contractor","29295","TARRANT","ASSURE COOL AIR & HEAT",,,,,"12/01/2026","CASAS, MAURO JR",,,,"TARRANT",,"BC","N",
"A/C Contractor","9489","TARRANT","F R MARKETING INC DBA AIRTECH A/C",,,,,"01/21/2027","ROSALIS, FRANK",,,,"TARRANT",,"BE","N",
"A/C Contractor","93307","DALLAS","MACEDA'S AIR CONDITION AND HEATING",,,,,"11/27/2026","MACEDA, CARLOS HECTOR",,,,"DALLAS",,"AC","N",
"A/C Contractor","67576","TARRANT","CLEMENT SERVICES LLC",,,,,"08/14/2026","CLEMENT, DON JUAN",,,,"TARRANT",,"AC","N",
"A/C Contractor","17880","COLLIN","M V MECHANICAL",,,,,"09/29/2025","VASEK, MARK ANDREW",,,,"COLLIN",,"AC","N",
"A/C Contractor","28522","DALLAS","BLUE RIBBON HEAT AND AIR",,,,,"03/26/2027","TUCKER, JACK LEROY III",,,,"DALLAS",,"BE","N",
"A/C Contractor","67496","KAUFMAN","MAC HEATING AND AIR LLC",,,,,"08/11/2026","WALKER, MATTHEW LANCE",,,,"KAUFMAN",,"BE","N",
"A/C Contractor","82737","DALLAS","ENERGY W. SOLUTIONS, INC.",,,,,"09/10/2026","RUE, RICHARD LANE",,,,"DALLAS",,"BE","N",
"A/C Contractor","34777","DENTON","ANGUS MECHANICAL SERVICES",,,,,"12/09/2026","ANGUS, CHRISTOPHER B",,,,"DENTON",,"AC","N",
"A/C Contractor","10760","DALLAS","QUALITY 1 ENERGY SYSTEMS INC",,,,,"03/11/2027","GHARBIEH, JAMAL A",,,,"DALLAS",,"AEBR","N",
"A/C Contractor","13902","COLLIN","TROY W MAY",,,,,"07/29/2026","MAY, TROY W",,,,"COLLIN",,"BE","N",
"A/C Contractor","61255","DALLAS","JJ AIR",,,,,"08/14/2026","ANGUIANO, J C",,,,"DALLAS",,"AC","N",
"A/C Contractor","20235","DENTON","A/C MAN DAN - HAMMOND AIR CONDITIONING",,,,,"04/28/2025","HAMMOND, DAN",,,,"DENTON",,"BE","N",
"A/C Contractor","51222","JOHNSON","NEXT LEVEL SOLUTIONS",,,,,"04/16/2027","VILLA, ROBERT J",,,,"JOHNSON",,"AE","N",
"A/C Contractor","1524","TARRANT","SERVICE CHAMPS HEATING AND AIR",,,,,"04/25/2025","GUILLORY, STANLEY J",,,,"TARRANT",,"AC","N",
"A/C Contractor","30492","DALLAS","JOSH HENDRY",,,,,"06/29/2027","HENDRY, JOSHUA",,,,"DALLAS",,"BE","N",
"A/C Contractor","92424","TARRANT","LLMR SERVICES LLC DBA RUSSELL PLUMBING",,,,,"10/08/2026","RIOS, MICHAEL",,,,"TARRANT",,"AC","N",
"A/C Contractor","16938","JOHNSON","A&G PIPING, INC DBA A&G SERVICES",,,,,"04/18/2027","BLACKMAN, STEVEN C",,,,"JOHNSON",,"AC","N",
"A/C Contractor","65080","TARRANT","DAVID LYON DBA 8-22 HEAT & AIR",,,,,"10/14/2026","LYON, DAVID WAYNE",,,,"TARRANT",,"AC","N",
"A/C Contractor","13768","DALLAS","ROBERSON'S ELECTRICAL SERVICE AIR",,,,,"08/06/2026","ROBERSON, FREDDY",,,,"DALLAS",,"BE","N",
"A/C Contractor","2044","DALLAS","EDINGTON AIR CONDITIONING",,,,,"07/18/2027","EDINGTON, WILTON E",,,,"DALLAS",,"BE","N",
"A/C Contractor","56666","DALLAS","STARNES COMMERCIAL REFRIGERATION CO",,,,,"06/23/2026","STARNES, DEREK J",,,,"DALLAS",,"BR","N",
"A/C Contractor","36448","DALLAS","NORMAN FAMILY GROUP INC",,,,,"03/22/2027","NORMAN, SEGRECK",,,,"DALLAS",,"AE","N",
"A/C Contractor","26457","COLLIN","COOL CONNECTIONS",,,,,"09/19/2026","HARDING, JOSEPH W JR",,,,"COLLIN",,"BE","N",
"A/C Contractor","96804","DALLAS","TEXAS ENERGY AND COMFORT SOLUTIONS LLC",,,,,"09/10/2026","PEREZ, ALFREDO JR",,,,"DALLAS",,"BE","N",
"A/C Contractor","20077","DENTON","PENGUIN AIR CARE",,,,,"02/23/2027","VOELLMY, BRIAN J",,,,"DENTON",,"BE","N",
"A/C Contractor","13145","TARRANT","TEMP SERVICES",,,,,"09/30/2026","PALACIOS, JESUS ALBERTO",,,,"TARRANT",,"BE","N",
"A/C Contractor","29016","TARRANT","UNIBELL INC. ROD'S",,,,,"08/28/2026","BELL, RODERICK P",,,,"TARRANT",,"AC","N",
"A/C Contractor","17389","KAUFMAN","ROBERT LEE NICKELSON",,,,,"10/04/2025","NICKELSON, ROBERT LEE",,,,"KAUFMAN",,"AE","N",
"A/C Contractor","8949","DALLAS","MULLINS MECHANICAL A/C & HEATING",,,,,"09/15/2026","MULLINS, CURTIS LYNN",,,,"DALLAS",,"AE","N",
"A/C Contractor","36897","JOHNSON","DM MECHANICAL SERVICES, LLC",,,,,"04/11/2027","MCCULLOUGH, DWIGHT D JR",,,,"JOHNSON",,"BE","N",
"A/C Contractor","47220","ELLIS","JOE R BUSH",,,,,"06/29/2026","BUSH, JOE R JR",,,,"ELLIS",,"AC","N",
"A/C Contractor","7624","PARKER","ROBERT E PASSMORE",,,,,"01/10/2027","PASSMORE, ROBERT E",,,,"PARKER",,"AC","N",
"A/C Contractor","40027","TARRANT","INTERSTATE MECHANICAL",,,,,"06/04/2027","GOMEZ, DAVID",,,,"TARRANT",,"BE","N",
"A/C Contractor","4167","DALLAS","COMPASS CONTRACTORS, LLC",,,,,"03/09/2025","GOUDY, DENNIS ALBERT",,,,"DALLAS",,"AC","N",
"A/C Contractor","102385","DALLAS","RM MECHANICAL",,,,,"01/28/2027","MARTINEZ, ROMAN HERMAN",,,,"DALLAS",,"BE","N",
"A/C Contractor","59533","KAUFMAN","ERIC DEVAUGHN TAYLOR",,,,,"05/15/2027","TAYLOR, ERIC D",,,,"KAUFMAN",,"AE","N",
"A/C Contractor","90712","DALLAS","TEXAS 1ST HEATING & COOLING EXPERTS,LLC",,,,,"08/06/2026","HAMED, FUAD AYED",,,,"DALLAS",,"AC","N",
"A/C Contractor","28169","COLLIN","AIR CONDITIONING BY DENNIS",,,,,"11/19/2026","WEIMER, DENNIS J",,,,"COLLIN",,"AE","N",
"A/C Contractor","50459","TARRANT","AXXIS BUILDING SYSTEMS,INC",,,,,"01/01/2027","PURDY, EZRA N",,,,"TARRANT",,"AE","N",
"A/C Contractor","62194","TARRANT","METCO HVAC & ELECTRICAL",,,,,"10/10/2026","NGUYEN, MINH HOANG",,,,"TARRANT",,"BE","N",
"A/C Contractor","51391","DALLAS","LITTLE BIRD SERVICES",,,,,"02/22/2027","GARNICA, NICOLAS SR",,,,"DALLAS",,"BC","N",
"A/C Contractor","50686","DALLAS","B & C AIR LLC",,,,,"01/11/2027","CORTINA, HECTOR",,,,"DALLAS",,"AE","N",
"A/C Contractor","85368","TARRANT","ANTHONY LEE",,,,,"01/04/2027","LEE, ANTHONY",,,,"TARRANT",,"BE","N",
"A/C Contractor","46842","DALLAS","DEVLIN R SHORT",,,,,"06/11/2026","SHORT, DEVLIN R",,,,"DALLAS",,"BE","N",
"A/C Contractor","33579","ELLIS","MANUEL GUERRERO HVAC & REFRIGERATION",,,,,"11/29/2026","GUERRERO, MANUEL JR",,,,"ELLIS",,"BC","N",
"A/C Contractor","18233","DALLAS","TEXAS ICE MACHINE COMPANY",,,,,"05/07/2027","SMITH, ALVADALE D",,,,"DALLAS",,"BR","N",
"A/C Contractor","21693","PARKER","GMS MECHANICAL LLC",,,,,"08/14/2026","KEENEY, CHRIS THOMAS",,,,"PARKER",,"AC","N",
"A/C Contractor","43103","DALLAS","TEMPMASTERS",,,,,"12/29/2026","MOUSAVI, JALAL",,,,"DALLAS",,"AC","N",
"A/C Contractor","50858","DALLAS","DB MECHANICAL",,,,,"01/28/2027","BARCELO, DAVID",,,,"DALLAS",,"AE","N",
"A/C Contractor","15238","DALLAS","LAMFAT SERVICES COMPANY",,,,,"06/06/2025","PHAM, JOHN MINH",,,,"DALLAS",,"BC","N",
"A/C Contractor","19319","DALLAS","CAPITAL ENGINEERING",,,,,"07/17/2026","CUTLER, BRIAN",,,,"DALLAS",,"BE","N",
"A/C Contractor","28483","COLLIN","JIMS CLIMATE CONTROL",,,,,"03/17/2027","KUHS, JAMES F",,,,"COLLIN",,"BE","N",
"A/C Contractor","24829","DALLAS","CARLISLE POWER SYSTEMS INC",,,,,"06/14/2027","CARLISLE, DAVID R",,,,"DALLAS",,"AC","N",
"A/C Contractor","1279","TARRANT","4JR INC DBA AIRE SERV",,,,,"03/09/2027","MURRAY, PAUL WOMBLE",,,,"TARRANT",,"BC","N",
"A/C Contractor","18243","DALLAS","TEMPZONE HVACR LLC",,,,,"01/15/2027","CHOATE, RICHARD ANDERSON",,,,"DALLAS",,"AC","N",
"A/C Contractor","23134","TARRANT","THE CALVERT COMPANY",,,,,"10/22/2026","CALVERT, BARNEY E JR",,,,"TARRANT",,"AC","N",
"A/C Contractor","18528","TARRANT","AMANDA AIR",,,,,"03/16/2027","VAN SCHUYVER, RAY",,,,"TARRANT",,"BE","N",
"A/C Contractor","24652","TARRANT","BROWN AND MORTON LLC",,,,,"06/27/2026","BROWN, DONALD LAWRENCE JR",,,,"TARRANT",,"AE","N",
"A/C Contractor","4303","DALLAS","MARK EGAN",,,,,"07/15/2027","EGAN, MARK RUSSELL",,,,"DALLAS",,"BC","N",
"A/C Contractor","8396","DALLAS","A C D C",,,,,"01/21/2027","DEVINE, JOHN I",,,,"DALLAS",,"BE","N",
"A/C Contractor","93633","DALLAS","LANE AND MCCLAIN DISTRIBUTORS, INC",,,,,"12/17/2026","FULKERSON, JIMMIE",,,,"DALLAS",,"AC","N",
"A/C Contractor","27407","DALLAS","GLOBAL MECHANICAL AIR SERVICES",,,,,"07/31/2026","TAYLOR, WILLIAM RODNEY JR",,,,"DALLAS",,"AE","N",
"A/C Contractor","23297","HUNT","ACT SERVICE",,,,,"12/22/2026","MILLER, THOMAS E JR",,,,"HUNT",,"BE","N",
"A/C Contractor","93674","DENTON","MCS RENTAL SERVICES LLC",,,,,"12/18/2026","COPELAND, KELLY",,,,"DENTON",,"AC","N",
"A/C Contractor","88109","DALLAS","THERMOPRO A/C & HEATING",,,,,"04/26/2027","ROSAS, JESUS JOSE",,,,"DALLAS",,"AE","N",
"A/C Contractor","49569","DENTON","DON'S A/C & HEATING SERVICES",,,,,"10/27/2026","DAVIS, CHRISTOPHER D",,,,"DENTON",,"AE","N",
"A/C Contractor","29872","ROCKWALL","ENVIRO AIR",,,,,"05/26/2027","LEATH, BRIAN T",,,,"ROCKWALL",,"BE","N",
"A/C Contractor","26200","TARRANT","PACE CONTRACTING",,,,,"11/15/2026","MAGILLEY, BRIAN SEYBERT",,,,"TARRANT",,"BC","N",
"A/C Contractor","14065","DALLAS","TOM BLOODGOOD COMPANY INC",,,,,"12/27/2026","BLOODGOOD, THOMAS M",,,,"DALLAS",,"BE","N",
"A/C Contractor","29614","DALLAS","OCEAN A/C",,,,,"02/27/2027","LEE, JONG K",,,,"DALLAS",,"AC","N",
"A/C Contractor","28928","DENTON","ALPINE AIR AND HEATING EXPERTS",,,,,"11/27/2026","HALMAGEAN, MANUEL VASILE",,,,"DENTON",,"BE","N",
"A/C Contractor","10821","DALLAS","NEW GENERATION MECHANICAL LLC",,,,,"07/21/2027","CANO, JIM",,,,"DALLAS",,"AC","N",
"A/C Contractor","8834","HUNT","HAROLD MATTHEWS SERVICE COMPANY",,,,,"12/13/2026","MATTHEWS, HAROLD DUANE",,,,"HUNT",,"BE","N",
"A/C Contractor","23854","TARRANT","PARK LANE PROPERTIES LLC",,,,,"05/14/2027","BARRON, MONNY",,,,"TARRANT",,"BE","N",
"A/C Contractor","20818","DALLAS","CLIFFORD H HEAD",,,,,"04/26/2027","HEAD, CLIFFORD H",,,,"DALLAS",,"BE","N",
"A/C Contractor","84579","TARRANT","DR. SNOWBALLS AC & HEATING LLC",,,,,"02/02/2027","WIMAN, MICHAEL DAVID - DACUS",,,,"TARRANT",,"AC","N",
"A/C Contractor","28995","DALLAS","WHEELER MECHANICAL SERVICES",,,,,"08/20/2026","WHEELER, REVELL",,,,"DALLAS",,"BC","N",
"A/C Contractor","44714","HUNT","BB'S A.C & HTG",,,,,"09/08/2026","BENNETT, BRIAN K",,,,"HUNT",,"BE","N",
"A/C Contractor","12799","TARRANT","UNIVERSAL SERVICE ENTERPRISES",,,,,"02/15/2027","NAEIMI, SID",,,,"TARRANT",,"BE","N",
"A/C Contractor","29350","HUNT","COLLINS AC SERVICE",,,,,"12/09/2026","COLLINS, MICHAEL L",,,,"HUNT",,"BE","N",
"A/C Contractor","17126","TARRANT","APPLING HEATING & AIR CONDITIONING",,,,,"07/13/2027","APPLING, KEVIN D",,,,"TARRANT",,"AC","N",
"A/C Contractor","32845","DALLAS","MENDEZ MECHANICAL",,,,,"09/02/2026","MENDEZ, DANIEL SR",,,,"DALLAS",,"BE","N",
"A/C Contractor","23995","COLLIN","ICE COLD MECHANICAL",,,,,"01/20/2027","RENDON, HENRY",,,,"COLLIN",,"AR","N",
"A/C Contractor","41246","DENTON","CALAHAN CONSTRUCTION & AIR LLC",,,,,"11/28/2026","CALAHAN, STACEY LADALE",,,,"DENTON",,"BE","N",
"A/C Contractor","81189","DENTON","21ST CENTURY MECHANICAL LLC",,,,,"06/06/2027","SALES, DONALD WAYNE",,,,"DENTON",,"BC","N",
"A/C Contractor","88520","DALLAS","DEARING MECHANICAL SERVICES",,,,,"07/09/2026","DEARING, JOHN DAVID",,,,"DALLAS",,"AE","N",
"A/C Contractor","20626","DALLAS","BLACKALL MECHANICAL LLC",,,,,"11/15/2026","KING, LEW",,,,"DALLAS",,"AC","N",
"A/C Contractor","43337","COLLIN","OLSEN AIR",,,,,"01/19/2027","OLSEN, DAVID P",,,,"COLLIN",,"AC","N",
"A/C Contractor","22766","DENTON","SPACE HEATING AND COOLING DBA",,,,,"05/20/2027","BOGLE, BRANDON CHARLES",,,,"DENTON",,"BE","N",
"A/C Contractor","22957","DENTON","MR.MENDEZ AIR CONDITIONING AND HEATING",,,,,"05/20/2027","SOLTANI, BOB K",,,,"DENTON",,"AC","N",
"A/C Contractor","27166","DALLAS","LONGHORN HEATING & AIR INC",,,,,"06/19/2027","KETTLE, THOMAS MICHAEL",,,,"DALLAS",,"BE","N",
"A/C Contractor","63287","DENTON","LEGEND AIR HEATING & COOLING LLC",,,,,"02/28/2027","MELENDEZ, JASON A",,,,"DENTON",,"BE","N",
"A/C Contractor","22610","TARRANT","RICK'S MECHANICAL",,,,,"08/28/2025","SAVAGE, RICHARD PAUL",,,,"TARRANT",,"BC","N",
"A/C Contractor","10919","DALLAS","GRAHAM HEATING - A/C",,,,,"03/19/2026","GRAHAM, KELLY HUGH",,,,"DALLAS",,"BE","N",
"A/C Contractor","24821","HUNT","A BETTER CLIMATE",,,,,"10/03/2026","WALLEN, NICHOLAS ANTHONY",,,,"HUNT",,"BC","N",
"A/C Contractor","24469","DENTON","CHARLES JENDRUSCH",,,,,"05/11/2027","JENDRUSCH, CHARLES",,,,"DENTON",,"AC","N",
